"title","artist","year","num_words","id","duration_ms","popularity","danceability","energy","loudness","valence","tempo"
"WHAT HAVE YOU DONE FOR ME LATELY","Janet Jackson","1986","256","2SFq0UIiBWkBgky0fkrHP0","299493","44","0.849","0.415","-12.674","0.831","114.044"
"NO ONE IS TO BLAME","Howard Jones","1986","231","4gPpDeHntIaxvJXP53QtIj","210533","50","0.623","0.341","-10.196","0.362","93.984"
"I DIDN'T MEAN TO TURN YOU ON","Robert Palmer","1986","191","4JF9MKFo5i85o5ap1JHKYE","224760","42","0.693","0.533","-13.902","0.966","120.718"
"WORDS GET IN THE WAY","Miami Sound Machine","1986","226","5xbqrbNPBTAOGDA6GD3O46","205533","38","0.674","0.31","-17.352","0.56","155.656"
"MANIC MONDAY","Bangles","1986","274","00vYs0qZA40Z8AAaN7xmMO","184160","57","0.685","0.594","-10.906","0.853","121.761"
"WALK OF LIFE","Dire Straits","1986","261","423o3ZHIaBtGXyhF1uH41a","252466","61","0.461","0.936","-6.866","0.804","172.404"
"AMANDA","Boston","1986","268","4gpext9x0CbdD9NWaa4nDj","256200","58","0.45","0.415","-14.028","0.279","125.434"
"TWO OF HEARTS","Stacey Q","1986","347","2dURQIBrw3XcHyVZlfdpC1","237533","54","0.852","0.523","-6.716","0.65","130.154"
"IF YOU LEAVE","Orchestral Manoeuvres In The Dark","1986","229","05oFyvdztPdpwSwpoclD4c","268546","59","0.635","0.684","-11.687","0.892","120.269"
"THE SWEETEST TABOO","Sade","1986","276","4KJzJxpqE5aR4zj8LiH652","277373","59","0.752","0.824","-9.455","0.961","91.563"
"WHAT YOU NEED","INXS","1986","183","04EnF5C2HvYZfGu64Bng7I","214000","41","0.685","0.827","-6.045","0.477","116.085"
"TALK TO ME","Stevie Nicks","1986","302","65ILbAZRAwZQ3omWKE0OIW","250026","45","0.643","0.712","-6.385","0.636","103.07"
"NASTY","Janet Jackson","1986","280","07OzC5JlcaDwEkzWmvqp6y","243133","50","0.845","0.883","-11.7","0.536","103.675"
"TAKE ME HOME TONIGHT","Eddie Money","1986","324","7b4yGtR0rujvLi5EBfKKJ2","211160","65","0.608","0.768","-9.911","0.748","132.699"
"PERFECT WAY","Scritti Politti","1986","396","4f79zDW0EEn7ahOTjiNUn6","284120","40","0.721","0.64","-11.882","0.741","104.576"
"LIVING IN AMERICA","James Brown","1986","300","4Y5yjzs9FFw5qIgfZBd43I","282840","55","0.754","0.854","-7.114","0.761","113.908"
"WHO'S JOHNNY","El Debarge","1986","375","02RbmzVSbkxJVIqMNx47uY","248466","37","0.69","0.7","-11.494","0.758","110.668"
"WORD UP","Cameo","1986","304","7LoGfKBAaOl0nxhodJ1240","261000","63","0.885","0.82","-13.054","0.853","116.217"
"WHY CAN'T THIS BE LOVE","Van Halen","1986","207","0TaT50ZZxT4ytZxuqkE3A9","227693","62","0.531","0.626","-13.371","0.746","88.236"
"TYPICAL MALE","Tina Turner","1986","293","2fjJt3OQ8MPaZ3LMzAWiTA","256826","47","0.762","0.745","-7.772","0.794","106.013"
"SMALL TOWN","John Cougar Mellencamp","1986","212","2HsjJJL4DhPCzMlnaGv7ap","221626","62","0.661","0.909","-2.705","0.681","123.149"
"TARZAN BOY","Baltimora","1986","248","273uCXd7NPrInaiNqtkOrA","378946","63","0.684","0.573","-12.3","0.716","107.363"
"SWEET FREEDOM","Michael McDonald","1986","217","0x5T32khKAbro9bHapjoRL","323760","39","0.568","0.751","-9.672","0.657","116.979"
"BAD BOY","Miami Sound Machine","1986","179","5AM6VOkN7ficA2O04f5JG1","235506","36","0.627","0.455","-16.185","0.858","181.498"
"SLEEPING BAG","ZZ Top","1986","140","1ESuT2y9AKu1zMdxq47qW5","242333","49","0.62","0.688","-12.892","0.793","112.122"
"TONIGHT SHE COMES","Cars","1986","255","5SIYaNaet1KMzNsPJXhUUV","236733","45","0.655","0.837","-7.984","0.928","141.68"
"A LOVE BIZARRE","Sheila E.","1986","255","5R6ol4f8WCUCWNrB7Ymf99","736862","44","0.768","0.612","-13.381","0.878","113.798"
"NIKITA","Elton John","1986","262","3G0ENKW9vzV0SuYKaWFflI","343240","66","0.634","0.646","-9.316","0.744","86.612"
"TAKE ME HOME","Phil Collins","1986","335","2s6wCS3vDZFPY9NOTlPXJZ","353573","56","0.62","0.807","-7.753","0.579","118.796"
"WALK THIS WAY","Run-D.M.C.","1986","385","6qUEOWqOzu1rLPUPQ1ECpx","309760","69","0.759","0.578","-12.56","0.944","105.598"
"SWEET LOVE","Anita Baker","1986","290","3Z6DV0jsGqCs4whsfda7lX","266200","60","0.453","0.72","-6.789","0.586","86.988"
"YOUR WILDEST DREAMS","Moody Blues","1986","226","1T4iwEA2ySieXjWxjiMVWs","291000","53","0.535","0.585","-15.919","0.66","141.377"
"DREAMTIME","Daryl Hall","1986","358","7kZZ2Hmkg1zfwrQLsmypNE","285093","32","0.617","0.773","-10.03","0.794","121.675"
"TENDER LOVE","Force M.D.'s","1986","173","1WtkrKWpfFx75erK1VqtQh","234053","52","0.34","0.336","-7.288","0.0932","142.631"
"KING FOR A DAY","Thompson Twins","1986","375","0tBo8Uj7BmK3E5UBVhON2v","318146","52","0.71","0.778","-7.473","0.633","109.1"
"LOVE WILL CONQUER ALL","Lionel Richie","1986","253","6nbi2AJ9hAi2SE8jH6mRKV","340986","41","0.787","0.446","-10.001","0.592","98.047"
"A DIFFERENT CORNER","George Michael","1986","170","6khoye7kysa6cLGY0AO9dO","243533","54","0.266","0.287","-10.34","0.15","99.148"
"GO HOME","Stevie Wonder","1986","358","5zSwmohdHeH2xmrWDFZUZZ","318040","29","0.75","0.498","-15.939","0.857","119.238"
"LIKE A VIRGIN","Madonna","1985","227","1ZPlNanZsJSPK5h9YZZFbZ","218626","71","0.773","0.656","-10.88","0.971","119.754"
"I WANT TO KNOW WHAT LOVE IS","Foreigner","1985","362","1JLn8RhQzHz3qDqsChcmBl","304786","77","0.477","0.471","-10.036","0.423","81.204"
"I FEEL FOR YOU","Chaka Khan","1985","440","5yR9u8QiOt8hJaddv32oo7","343400","57","0.794","0.925","-3.778","0.931","124.884"
"OUT OF TOUCH","Daryl Hall and John Oates","1985","367","169oHBed4Nj1Q073yu9bFB","247160","60","0.803","0.718","-6.457","0.933","115.017"
"EVERYBODY WANTS TO RULE THE WORLD","Tears For Fears","1985","162","4RvWPyQ5RL0ao9LPZeSouE","251488","81","0.638","0.8","-12.077","0.569","112.055"
"MONEY FOR NOTHING","Dire Straits","1985","306","4yqtwO7MQIIXqoiRBPHAgR","506400","62","0.667","0.655","-9.339","0.657","134.212"
"CRAZY FOR YOU","Madonna","1985","258","6B4oVElDIKRNcNUary0WG7","224320","59","0.662","0.719","-6.606","0.511","95.001"
"TAKE ON ME","a-ha","1985","205","2WfaOiMkCvy7F5fcp2zZ8L","225280","84","0.573","0.902","-7.638","0.876","84.412"
"EVERYTIME YOU GO AWAY","Paul Young","1985","248","0IpfTMKENGLJcULkMnU8Rb","321573","37","0.607","0.643","-11.493","0.715","164.256"
"CAN'T FIGHT THIS FEELING","REO Speedwagon","1985","307","5WwqdeavrQrbeAMDxGawse","294773","72","0.408","0.48","-11.017","0.19","156.344"
"WE BUILT THIS CITY","Starship","1985","416","6OnfBiiSc9RGKiBKKtZXgQ","296080","74","0.661","0.908","-4.897","0.656","144.091"
"THE POWER OF LOVE","Huey Lewis and The News","1985","294","2olVm1lHicpveMAo4AUDRB","234333","72","0.768","0.829","-5.109","0.962","118.773"
"DON'T YOU","Simple Minds","1985","319","4aWn4NHlELpOehxsBaQeoe","263040","72","0.66","0.816","-6.61","0.678","111.346"
"CHERISH","Kool and The Gang","1985","277","7ktxXsACTciz3gAtuzd1uV","238933","59","0.639","0.596","-8.145","0.427","95.186"
"THE HEAT IS ON","Glenn Frey","1985","290","0PXw9NKvolWTo7U9JkNzmc","227800","58","0.622","0.865","-6.369","0.87","149.706"
"SHOUT","Tears For Fears","1985","385","2gQaQUhDCNGfBVXTvxAmXQ","393666","70","0.511","0.942","-10.407","0.498","97.909"
"SAVING ALL MY LOVE FOR YOU","Whitney Houston","1985","225","1lx8ddGT5wCD6W2xmLeRKG","238466","64","0.636","0.264","-14.567","0.264","99.304"
"HEAVEN","Bryan Adams","1985","281","7Ewz6bJ97vUqk5HdkvguFQ","243360","75","0.382","0.589","-7.315","0.335","140.059"
"COOL IT NOW","New Edition","1985","597","5LkcAjqj5NOctNGi2qUjlw","347666","52","0.875","0.532","-13.265","0.7","116.556"
"LOVERBOY","Billy Ocean","1985","214","1rG2EZw9GJuBPleLhS64sn","249360","50","0.734","0.709","-9.164","0.713","107.901"
"LOVER GIRL","Teena Marie","1985","391","5FLnkxRYLCiDMvfI2XWQ0E","286538","2","0.866","0.718","-6.709","0.924","123.027"
"YOU BELONG TO THE CITY","Glenn Frey","1985","276","26bNrOZYAO8MISgmJ0aj11","352933","44","0.714","0.585","-7.422","0.546","109.258"
"OH SHEILA","Ready For The World","1985","315","5PM96PMKMfD1lLX2lryUsG","240093","50","0.815","0.59","-10.694","0.828","128.808"
"RHYTHM OF THE NIGHT","Debarge","1985","441","5yGTQzYbEdY6B9RFZJypgt","229106","63","0.707","0.759","-12.328","0.955","115.142"
"ONE MORE NIGHT","Phil Collins","1985","298","6fkvIT9KFKxO8poBeKfaEf","288973","66","0.534","0.442","-9.442","0.343","136.369"
"YOU'RE THE INSPIRATION","Chicago","1985","286","36lkJSDyMEZoWTqtRj8Q8q","229240","72","0.583","0.602","-6.364","0.388","74.008"
"NEUTRON DANCE","Pointer Sisters","1985","282","2yE2mvPQJ3qLtLJiRfg23G","252946","48","0.715","0.681","-13.056","0.921","104.862"
"WE BELONG","Pat Benatar","1985","312","665Jxlgi1HamPKbW1vwzx4","221133","68","0.706","0.322","-14.108","0.305","135.154"
"NIGHTSHIFT","Commodores","1985","369","23IK8TF2MSiLnuEjaYPfVV","306560","60","0.736","0.571","-10.123","0.38","105.066"
"THINGS CAN ONLY GET BETTER","Howard Jones","1985","235","1RbOObDFn7GOseR1w529Zj","235826","60","0.752","0.743","-6.083","0.832","108.254"
"FREEWAY OF LOVE","Aretha Franklin","1985","449","0RaY0juzXaCUDZ7SWGn85j","246693","49","0.738","0.921","-4.908","0.668","125.436"
"NEVER SURRENDER","Corey Hart","1985","250","5U5p472hgeXUKvh0d8RL4K","295000","43","0.55","0.554","-11.036","0.479","104.144"
"SUSSUDIO","Phil Collins","1985","218","4qM461TqtpnP4GLRIXwEnW","263106","64","0.714","0.935","-5.195","0.725","121.232"
"STRUT","Sheena Easton","1985","307","2OyhKMrcQ38esiohOixowR","240960","38","0.91","0.751","-11.29","0.975","114.659"
"YOU GIVE GOOD LOVE","Whitney Houston","1985","192","0t6DdFmFQhQYWhmfa5FJer","277240","49","0.559","0.365","-13.654","0.534","74.802"
"THE SEARCH IS OVER","Survivor","1985","281","1M3xrSPzPcKkCnXGHFPKaw","252613","53","0.527","0.342","-12.272","0.148","124.209"
"MISSING YOU","Diana Ross","1985","247","0jVfjWK9DUc5ShqwwPADyp","245346","34","0.644","0.355","-11.41","0.187","86.822"
"SEPARATE LIVES","Phil Collins","1985","202","6DEFVerhYVJ6ZkPJiPl5Sm","248906","54","0.32","0.308","-9.118","0.193","93.173"
"SUDDENLY","Billy Ocean","1985","189","65h7Qhxl2WfW31Bl6sjWAI","234706","57","0.496","0.339","-9.512","0.201","129.486"
"THE BOYS OF SUMMER","Don Henley","1985","303","4gvea7UlDkAvsJBPZAd4oB","288733","75","0.522","0.559","-13.641","0.908","176.894"
"ONE NIGHT IN BANGKOK","Murray Head","1985","410","23vGFULTo0MgSlzEs4Fhm2","196533","50","0.962","0.503","-8.053","0.869","108.72"
"OBSESSION","Animotion","1985","427","3N7GqZMpZJW69Te1bfUTc3","337266","47","0.679","0.634","-11.93","0.395","114.754"
"WE DON'T NEED ANOTHER HERO","Tina Turner","1985","220","1qyJ6XpMHdsJD8pkiA7Qww","255186","62","0.69","0.674","-5.866","0.714","98.85"
"MATERIAL GIRL","Madonna","1985","341","22sLuJYcvZOSoLLRYev1s5","240280","71","0.742","0.883","-3.419","0.978","136.506"
"BETTER BE GOOD TO ME","Tina Turner","1985","530","4N5HyZ1PlXuP6sryIa4hOQ","312386","45","0.748","0.722","-6.499","0.835","120.678"
"HEAD OVER HEELS","Tears For Fears","1985","355","5lwQGZYF4BXOzFtXc5zk8q","257315","65","0.623","0.739","-8.116","0.642","95.007"
"SMOOTH OPERATOR","Sade","1985","213","3XEtw7t4V5sfd2vtkp0ql7","258693","58","0.734","0.581","-6.619","0.962","119.337"
"DON'T LOSE MY NUMBER","Phil Collins","1985","367","2ZIzyHDYsXIHUojfr6bAbO","288546","57","0.585","0.832","-5.016","0.952","80.614"
"ALL THROUGH THE NIGHT","Cyndi Lauper","1985","237","2CIDqYfIYfl9vx02wIyCG9","272840","56","0.573","0.65","-5.934","0.346","95.1"
"RUN TO YOU","Bryan Adams","1985","262","2RWFncSWZEhSRRifqiDNVV","233270","64","0.561","0.811","-6.157","0.635","126.593"
"GLORY DAYS","Bruce Springsteen","1985","347","2Y90nL1ohB4sgYELDs7uNx","254733","64","0.574","0.96","-4.906","0.978","117.486"
"MISLED","Kool and The Gang","1985","400","1TTRvU5OO7CUZQlj3ujFce","246293","40","0.842","0.644","-7.814","0.933","122.357"
"WOULD I LIE TO YOU?","Eurythmics","1985","238","1lJZSsMoWEbrgaY6CxPMf8","268240","47","0.613","0.912","-4.639","0.732","131.962"
"NO MORE LONELY NIGHTS","Paul McCartney","1985","203","4ybDW0xfRBCPwsjwFOUzZW","287693","35","0.328","0.439","-11.449","0.488","171.898"
"I CAN'T HOLD BACK","Survivor","1985","291","46NtQJH1eok28bucLlHqQT","238800","49","0.509","0.681","-10.659","0.33","143.645"
"SUMMER OF '69","Bryan Adams","1985","277","0GONea6G2XdnHWjNZd6zt3","216053","80","0.508","0.834","-6.205","0.774","139.131"
"WALKING ON SUNSHINE","Katrina and The Waves","1985","395","05wIrZSwuaVWhcv5FfqeH0","238733","78","0.596","0.869","-11.97","0.944","109.902"
"SOLID","Ashford and Simpson","1985","358","4sr4NdrPfds9Qfors9UkiO","312000","54","0.814","0.474","-12.017","0.956","101.241"
"ANGEL","Madonna","1985","220","7ov1nZ2QZc3LIuCXXERZP0","236133","43","0.752","0.593","-13.673","0.834","133.266"
"I'M ON FIRE","Bruce Springsteen","1985","116","3PzsbWSQdLCKDLxn7YZfkM","155880","72","0.62","0.446","-14.451","0.868","88.591"
"METHOD OF MODERN LOVE","Daryl Hall and John Oates","1985","323","1rYr3pnaESR1t6rECiJqSa","254533","43","0.687","0.603","-9.09","0.841","94.715"
"LAY YOUR HANDS ON ME","Thompson Twins","1985","324","2bfXIY8f38PYFStQRDVEPS","313106","49","0.786","0.701","-11.938","0.841","102.838"
"LONELY OL' NIGHT","John Cougar Mellencamp","1985","241","0TBMx8wWJkwSEVSOJUn21e","225173","48","0.654","0.891","-3.931","0.757","126.555"
"FRESH","Kool and The Gang","1985","399","1mMYaXpT65iZDtvfRA9EkE","266560","55","0.838","0.381","-16.867","0.95","117.708"
"DO WHAT YOU DO","Jermaine Jackson","1985","225","6gmLSRnCGWaPeO64miR2Rr","252546","42","0.573","0.462","-9.634","0.399","112.682"
"BORN IN THE USA","Bruce Springsteen","1985","270","0yJqMTbkajyRhmwSjCd8Kq","277253","38","0.553","0.73","-6.969","0.455","121.664"
"PENNY LOVER","Lionel Richie","1985","240","2G47eWiZyaUTAnTdhjcGFl","226106","47","0.695","0.525","-9.203","0.601","100.384"
"ALL SHE WANTS TO DO IS DANCE","Don Henley","1985","328","4yCRCEAfCMRyqCpBSd0qDp","269106","52","0.689","0.549","-11.936","0.906","114.938"
"DRESS YOU UP","Madonna","1985","137","4B2r9HXgUqRcPwUG3BYPlc","242240","51","0.634","0.896","-3.073","0.827","136.098"
"SENTIMENTAL STREET","Night Ranger","1985","336","00bFaR6IDOyGSuRDpmFotJ","251493","34","0.653","0.617","-11.948","0.545","99.647"
"SUGAR WALLS","Sheena Easton","1985","225","1noELWXA5Cv0Ci4j8crir6","241600","34","0.744","0.55","-12.689","0.853","126.51"
"WHAT'S LOVE GOT TO DO WITH IT","Tina Turner","1984","305","6FcQD1qOpqV8NdhY45sKyI","226880","68","0.851","0.406","-11.631","0.792","97.84"
"SAY SAY SAY","Paul McCartney","1984","274","5BxoKS16fDiOpcwTztQF30","235693","55","0.834","0.685","-10.424","0.816","117.716"
"FOOTLOOSE","Kenny Loggins","1984","260","6W2VbtvMrDXm5vYeB7amkO","220706","70","0.546","0.895","-7.189","0.494","174.089"
"AGAINST ALL ODDS","Phil Collins","1984","263","63CHa6rmamv9OsehkRD8oz","206360","72","0.58","0.498","-6.901","0.111","116.271"
"JUMP","Van Halen","1984","177","7N3PAbqfTjSEU1edb2tY8j","241599","78","0.572","0.835","-6.219","0.796","129.994"
"JUMP","Van Halen","1984","177","4k0bXm9Q4RaTuYi09i4lKK","263440","64","0.86","0.705","-12.514","0.854","134.395"
"HELLO","Lionel Richie","1984","213","0mHyWYXmmCB9iQyK18m3FQ","251106","60","0.562","0.244","-14.068","0.0563","61.881"
"OWNER OF A LONELY HEART","Yes","1984","332","0GTK6TesV108Jj5D3MHsYb","268506","68","0.695","0.746","-8.12","0.885","125.123"
"GHOSTBUSTERS","Ray Parker Jr.","1984","253","300zfRaCgTmEm5Eqe3HqZZ","240800","63","0.779","0.717","-9.7","0.789","115.384"
"KARMA CHAMELEON","Culture Club","1984","293","2wSAWEYUHkt92X4SBAPqZE","252773","74","0.668","0.73","-7.182","0.894","92.049"
"MISSING YOU","John Waite","1984","332","1Qrdlkgg9I4J7r3P4kZNwr","269760","68","0.552","0.552","-9.736","0.593","208.571"
"ALL NIGHT LONG","Lionel Richie","1984","447","2Wb9ejnmy27DUTUe9YF5Ew","260426","65","0.739","0.576","-12.024","0.78","108.81"
"LET'S HEAR IT FOR THE BOY","Deniece Williams","1984","352","5kaF88lat4fWUiDXP6G48M","261893","60","0.783","0.573","-8.521","0.789","122.744"
"DANCING IN THE DARK","Bruce Springsteen","1984","308","7FwBtcecmlpc1sLySPXeGE","241306","75","0.527","0.942","-5.64","0.495","148.723"
"GIRLS JUST WANT TO HAVE FUN","Cyndi Lauper","1984","336","4y1LsJpmMti1PfRQV9AWWe","238266","75","0.71","0.799","-4.897","0.725","120.372"
"TIME AFTER TIME","Cyndi Lauper","1984","270","1Jj6MF0xDOMA3Ut2Z368Bx","243066","72","0.724","0.436","-9.321","0.324","130.439"
"JUMP","Pointer Sisters","1984","331","7N3PAbqfTjSEU1edb2tY8j","241599","78","0.572","0.835","-6.219","0.796","129.994"
"JUMP","Pointer Sisters","1984","331","4k0bXm9Q4RaTuYi09i4lKK","263440","64","0.86","0.705","-12.514","0.854","134.395"
"SELF CONTROL","Laura Branigan","1984","309","6JNJERZGJwDVgkmbohBw7u","246440","69","0.814","0.686","-12.172","0.779","106.68"
"SAY IT ISN'T SO","Daryl Hall and John Oates","1984","286","2bZswvNGESo7MKeg7SQ9rp","257466","47","0.769","0.595","-11.796","0.969","113.971"
"HOLD ME NOW","Thompson Twins","1984","280","0BJU4rYOfj43xHw6gvTIwE","286666","56","0.787","0.517","-12.794","0.885","108.186"
"JOANNA","Kool and The Gang","1984","271","6edQfeOlqbGteYixpJl3Sm","239626","44","0.857","0.602","-8.311","0.957","105.157"
"I JUST CALLED TO SAY I LOVE YOU","Stevie Wonder","1984","367","6RNDeRnWsRMjPdNVgupZCs","262240","73","0.748","0.551","-9.054","0.65","113.535"
"SOMEBODY'S WATCHING ME","Rockwell","1984","386","6A4Jc8npNo79BOgsrPptLA","237760","65","0.767","0.712","-4.128","0.804","124.091"
"99 LUFTBALLONS","Nena","1984","189","6HA97v4wEGQ5TUClRM0XLc","233000","71","0.466","0.438","-12.858","0.587","193.1"
"I CAN DREAM ABOUT YOU","Dan Hartman","1984","305","37nxLdGbmgEYQYrqe14xOp","249560","57","0.736","0.485","-14.023","0.904","113.011"
"THE GLAMOROUS LIFE","Sheila E.","1984","247","179SfVFJ0ZN41toTxnpgRD","543560","49","0.759","0.675","-14.366","0.866","127.522"
"STUCK ON YOU","Lionel Richie","1984","183","0ROwoz82DIW4tOzkxYnSjf","195133","58","0.521","0.349","-15.392","0.267","131.76"
"I GUESS THAT'S WHY THEY CALL IT THE BLUES","Elton John","1984","293","23l1kVpqMVREiwU1YAlcr4","285333","67","0.484","0.646","-7.215","0.623","120.382"
"SHE BOP","Cyndi Lauper","1984","169","2FAL6hxj5Qxuj0kWOkEOsF","229266","48","0.583","0.891","-4.565","0.814","136.794"
"BORDERLINE","Madonna","1984","348","4FMNpPI7mkhdeFCCk6fZiE","238360","56","0.807","0.764","-5.186","0.371","119.867"
"SUNGLASSES AT NIGHT","Corey Hart","1984","269","1QbQL5m30YNvukitIqAnFG","320573","60","0.686","0.609","-11.469","0.719","127.736"
"EYES WITHOUT A FACE","Billy Idol","1984","296","0pUVeEgZuNyFzIMKp67RbS","299240","65","0.391","0.815","-6.197","0.647","84.383"
"HERE COMES THE RAIN AGAIN","Eurythmics","1984","282","78RIER8V6EhrqVPOBi2GYa","294586","64","0.648","0.755","-7.901","0.607","126.341"
"UPTOWN GIRL","Billy Joel","1984","304","5zA8vzDGqPl2AzZkEYQGKh","197706","78","0.701","0.943","-2.986","0.791","128.992"
"SISTER CHRISTIAN","Night Ranger","1984","181","6LoSKNsYkRQbyuiReooMjG","300066","57","0.445","0.575","-8.342","0.21","177.365"
"DRIVE","Cars","1984","124","3wfujdbamR3Z46F4xav7LM","234493","71","0.582","0.606","-9.961","0.504","111.441"
"TWIST OF FATE","Olivia Newton-John","1984","303","7k7i5YHJSLTbBSuwnWtSBn","217053","52","0.608","0.737","-7.573","0.632","164.345"
"HARD HABIT TO BREAK","Chicago","1984","345","3Tows9RnoAq9CmMJaII2cO","283733","55","0.584","0.612","-5.833","0.402","81.182"
"IF EVER YOU'RE IN MY ARMS AGAIN","Peabo Bryson","1984","243","4TIkesxpN5caX6XpsiirnH","255720","59","0.599","0.442","-9.755","0.415","96.213"
"AUTOMATIC","Pointer Sisters","1984","313","0Jt6luTyJA1YT73FYRust5","370520","46","0.807","0.617","-9.807","0.896","111.142"
"LET THE MUSIC PLAY","Shannon","1984","325","4d8Bqtm7ODdQLFXxPSuK64","216000","53","0.765","0.872","-6.993","0.901","118.074"
"TO ALL THE GIRLS I'VE LOVED BEFORE","Julio Iglesias","1984","236","0uBwcaTkY1BPpIZhxuhS67","212666","42","0.551","0.572","-7.244","0.337","82.22"
"CARIBBEAN QUEEN","Billy Ocean","1984","323","72dwliDcUH6g2TFiMTEbE9","244440","54","0.785","0.671","-7.047","0.95","113.805"
"RUNNING WITH THE NIGHT","Lionel Richie","1984","220","3dciOkDSHPrhvriovMdw8N","249346","40","0.766","0.598","-9.72","0.756","120.19"
"SAD SONGS","Elton John","1984","307","1fF2dvBsbTk2wrOEaR6f5B","249226","49","0.741","0.885","-6.232","0.923","107.255"
"I WANT A NEW DRUG","Huey Lewis and The News","1984","238","0mZNKyrUmsrlDRoYHWsyMu","211840","53","0.672","0.897","-4.92","0.777","110.289"
"ISLANDS IN THE STREAM","Kenny Rogers","1984","353","4dqEzdFAYkj1rjYLVDuTlN","249293","65","0.595","0.473","-9.828","0.716","204.016"
"LOVE IS A BATTLEFIELD","Pat Benatar","1984","328","1ckCAIKgbrIl2kjYyH86pJ","250426","58","0.675","0.88","-4.268","0.844","90.736"
"INFATUATION","Rod Stewart","1984","166","0SO4oJBmDNjniJwjlHaIhO","313160","28","0.708","0.805","-7.997","0.775","107.153"
"LEGS","ZZ Top","1984","142","7t6CAWplijBj4sdl0q3z0e","273906","59","0.611","0.946","-5.357","0.763","125.398"
"LOVE SOMEBODY","Rick Springfield","1984","257","1FSkS6h2UVI2LGAXlOYzcY","213986","41","0.566","0.892","-4.698","0.711","138.562"
"MISS ME BLIND","Culture Club","1984","320","56SnVQVuJuqnYA6rLdcg32","269880","51","0.768","0.816","-6.66","0.794","121.932"
"IF THIS IS IT","Huey Lewis and The News","1984","274","2h41e1ebabMfij3upGdymH","232360","48","0.507","0.697","-6.26","0.85","146.659"
"YOU MIGHT THINK","Cars","1984","228","7BvuV4c1BGhaRapcXvRu5z","185026","57","0.71","0.774","-9.335","0.966","133.924"
"LUCKY STAR","Madonna","1984","202","2hWI9GNr3kBrxZ7Mphho4Q","333773","52","0.793","0.627","-10.599","0.963","117.203"
"COVER ME","Bruce Springsteen","1984","226","4U7NhC2rQTAhH7dw7H0goB","205986","53","0.535","0.884","-5.499","0.796","120.555"
"CUM ON FEEL THE NOIZE","Quiet Riot","1984","326","6FBmHx1FuaSnTnnnaThgbF","287400","69","0.441","0.908","-4.627","0.632","145.439"
"EVERY BREATH YOU TAKE","Police","1983","334","2sXp9Qmvc7mRaDBjBgcGGi","253886","75","0.813","0.46","-9.78","0.729","117.387"
"BILLIE JEAN","Michael Jackson","1983","467","5ChkMS8OtdzJeqyybCc9R5","293826","83","0.92","0.654","-3.051","0.847","117.046"
"FLASHDANCE... WHAT A FEELING","Irene Cara","1983","237","0FIQjzPGk8eJd1cDRHRFWb","234040","48","0.644","0.624","-8.137","0.578","124.917"
"DOWN UNDER","Men At Work","1983","277","46RVKt5Edm1zl0rXhPJZxz","220866","74","0.746","0.79","-4.7","0.891","107.231"
"BEAT IT","Michael Jackson","1983","391","1OOtq8tRnDM8kG2gqUPjAj","258040","79","0.779","0.867","-3.704","0.915","138.858"
"TOTAL ECLIPSE OF THE HEART","Bonnie Tyler","1983","650","5prTs2HAw2G4idHZyeFp8o","269786","76","0.435","0.658","-8.179","0.184","130.276"
"MANEATER","Daryl Hall and John Oates","1983","318","4aKIs5t9TqP59btlCGPrgw","271893","74","0.727","0.685","-7.159","0.812","88.75"
"SWEET DREAMS","Eurythmics","1983","311","1TfqLAPs4K3s2rJMoCokcS","216933","82","0.692","0.711","-7.498","0.875","125.135"
"DO YOU REALLY WANT TO HURT ME","Culture Club","1983","246","1I6q6nwNjNgik1Qe8Oi0Y7","262173","63","0.744","0.376","-14.996","0.42","100.78"
"YOU AND I","Eddie Rabbitt","1983","177","7sWlOFUnQShNdxgk1B0TuW","241040","40","0.377","0.326","-12.515","0.222","163.741"
"COME ON EILEEN","Dexy's Midnight Runners","1983","344","5aMQkstAIZ2m68AZIuobLy","226640","9","0.654","0.134","-22.373","0.371","159.966"
"SHAME ON THE MOON","Bob Seger","1983","190","1Gxaks4MTbjMCAQ20rx4Iy","295053","50","0.612","0.555","-7.524","0.55","104.942"
"NEVER GONNA LET YOU GO","Sergio Mendes","1983","258","5u8bqfaYSh0qVTsgslPknf","255600","42","0.633","0.396","-12.35","0.342","132.55"
"LET'S DANCE","David Bowie","1983","244","0F0MA0ns8oXwGw66B2BSXm","457133","70","0.619","0.703","-9.414","0.709","115.043"
"TWILIGHT ZONE","Golden Earring","1983","511","3ztKHejzVoxJRKSZHFFMdJ","478106","52","0.656","0.756","-6.516","0.542","118.56"
"ELECTRIC AVENUE","Eddy Grant","1983","347","2iwKa7xt0119893XaujlZr","198436","28","0.91","0.622","-6.904","0.915","121.568"
"PHYSICAL","Olivia Newton-John","1982","253","7aeW3CrQAyQTk4PqwIYCVU","221933","50","0.84","0.796","-6.18","0.81","124.297"
"EYE OF THE TIGER","Survivor","1982","264","2KH16WveTQWT6KOG9Rg6e2","245620","77","0.817","0.599","-9.249","0.548","108.873"
"EBONY AND IVORY","Paul McCartney","1982","190","3fVSMbeq8tY3G85yxcJwRU","226266","61","0.567","0.692","-7.881","0.708","160.697"
"CENTERFOLD","J. Geils Band","1982","581","1ynmMEK1fkyiZ6Z6F3ThEt","216533","71","0.653","0.677","-12.244","0.888","114.37"
